ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;CONTEXTE;URL;TEXTE;MOTS_CLES;HORS_SUJET;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0267;Assemblee;Mme Eléonore Caroit (EPR);EPR;2025-01-14;P6_mandats_cpi;;;face aux tragedies qui secouent le proche orient la france doit demeurer un acteur cle en faveur de la paix et du respect du droit international comme l a rappele m le ministre notre pays est fortement engage dans la region avec pour ambition de retablir une stabilite perenne et de proteger les populations civiles au liban la france a pris des mesures concretes face aux frappes meurtrieres et a la crise politique et economique que connait le pays elle a ete a l initiative de conferences internationales mobilise une aide humanitaire et economique et reaffirme son soutien aux forces de maintien de la paix de la finul le role de la france a egalement ete essentiel au sein du mecanisme de supervision du cessez le feu a beyrouth ces initiatives sont cruciales pour assurer la continuite de l etat libanais parallelement le conflit israelo palestinien demeure a l evidence le plus grand obstacle a la paix dans la region or la france est un acteur cle des negociations pour une paix durable la conference qu elle copresidera avec l arabie saoudite en juin 2025 temoigne de cet engagement consistant a privilegier le dialogue et a eviter l escalade c est en maintenant une ligne diplomatique exigeante et en menant des actions concretes que la france continuera de jouer un role central dans la preservation du droit international et dans la construction d une paix durable des lors mes questions portent sur ces actions concretes tout d abord quels resultats attendez vous de la conference qui sera copresidee par la france et l arabie saoudite en juin prochain j en viens a la syrie suite a la chute du regime assad quelles actions le gouvernement entend il mener en vue d eviter que l intervention de tsahal sur le territoire syrien ne conduise a une escalade supplementaire enfin quelles mesures concretes la france prend elle pour garantir que l aide humanitaire et financiere beneficie directement a la population libanaise et ne soit pas detournee;israel, tsahal, palestinien, droit international, aide humanitaire;;;;;;
0268;Assemblee;Mme Caroline Yadan;EPR;2025-12-03;P7_cessez_feu;;;yonathan arfi president du crif yvan attal acteur et realisateur michel boujenah comedien ces noms sont les premiers d une liste de 20 genocidaires a boycotter en toutes circonstances nous ne sommes pas a berlin en 1933 mais a lyon en 2025 il y a quelques jours un professeur de l universite lyon 2 s est livre toute honte bue a un ciblage nauseabond que l on pensait relegue aux abysses de l histoire cet inquisiteur general aux petits pieds n en est pas a son coup d essai en 2024 il diffusait deja une caricature antisemite montrant un juif en train de voler le porte monnaie d une femme tenant a la main le drapeau palestinien il aura fallu une indignation collective pour que l universite annonce ouvrir enfin une procedure disciplinaire et suspende ce professeur il s agit d une universite dont rappelons le un ancien vice president a publiquement exprime sa sympathie pour le hezbollah et ou maryam abu daqqa cadre du fplp organisation terroriste a ete accueillie et applaudie;palestinien, crif, antisemite;;;;;;
0269;Twitter;gabrielamard;LFI;2023-10-12;P1_choc;;/gabrielamard/status/1712446833723662602#m;"🔴 Je condamne l'attaque du Hamas contre Israël.

Je veux dire mon chagrin pour toutes les victimes.

Les attaques contre la @FranceInsoumise sont basées sur des allégations mensongères.

La France se doit d’être un acteur d’une paix durable et le cessez-le-feu doit s'imposer.";israel, hamas, cessez-le-feu;;;;;;
0270;Twitter;laernoes;ECO;2024-05-29;P4_rafah;;/laernoes/status/1795909859650539525#m;"Après @Gregorydoucet, @Johanna_Rolland rend hommage aux victimes de l’ivresse guerrière de Netanyahou à #Gaza. 
🙏 aux Maires pour ce geste de solidarité au peuple 🇵🇸
Il est primordial que des positions fortes s’expriment face à l'inaction gouvernementale. #AllEyesOnRafah #Nantes";gaza, netanyahou, rafah;;;;;;
0271;Twitter;jrcazeneuve;EPR;2025-10-07;P7_cessez_feu;;/jrcazeneuve/status/1975557323474280963#m;🎗️ Deux ans après l’attaque terroriste du 7 octobre, les victimes, les otages et les drames qui en ont découlé demeurent dans nos pensées.;7 octobre, otage, otages;;;;;;
0272;Twitter;boccaletti83;inconnu;2025-09-10;P7_cessez_feu;;/Boccaletti83/status/1965831455247839570#m;"Avec mon collègue @phlottiaux, je participais ce matin à une réunion en préfecture sur les mouvements des gens du voyage dans le Var.

Nous devons être aux côtés des maires et des propriétaires victimes d'occupations illégales en  les informant au mieux des moyens de prévention et des possibilités de recours.

Il est inacceptable de laisser des terrains municipaux ou privés se faire dégrader en toute impunité.

À chaque installation illégale, le concours de la force publique doit être systématiquement accordé pour libérer les terrains.

Pour rappel, il y a un an, nous avions déposé cette proposition de loi:
assemblee-nationale.fr/dyn/1…";illegal, occupation, illegale;;;;;;
0273;Twitter;christophebex;inconnu;2024-05-15;P4_rafah;;/ChristopheBex/status/1790749029732700494#m;En effet, Il existe clairement un risque que les armes et les équipements militaires que la France exporte vers Israël soient utilisés pour commettre de graves crimes contre des populations civiles dans la bande de Gaza occupée.;israel, gaza, bande de gaza;;;;;;
0274;Twitter;ianboucard;LR;2024-05-22;P4_rafah;;/IanBoucard/status/1793371680112545866#m;"La France doit renouer avec sa parole historique au Proche-Orient avec un objectif: deux États libres et indépendants dans des frontières sûres et sécurisées.
Les impératifs immédiats: la libération des otages et le cessez-le-feu. Le sang ne doit plus couler. #Gaza";gaza, otage, deux etats, otages, cessez-le-feu;;;;;;
0275;Twitter;sylvainmaillard;EPR;2023-09-22;P0_pre_7oct;;/SylvainMaillard/status/1705288768079458709#m;"Les Arméniens sont victimes d’une  situation terrible au #HautKarabakh de la part de l’armée azerbaïdjanaise. 

Des habitants chassés et humiliés, tenaillés par la faim et la peur.

J’ai rencontré l’Ambassadrice d’Arménie @tolmajian pour un point de situation.

Face à ce drame, je salue la position résolue de la #France au Conseil de sécurité de l’#ONU. 

Alyev doit rouvrir sans condition le corridor de Latchine et, au minimum, laisser l’aide humanitaire passer !";onu, aide humanitaire, conseil de securite;;;;;;
0276;Twitter;abomangoli;LFI-NFP;2023-11-17;P2_offensive;;/abomangoli/status/1725579305210491324#m;"Tant que des civils seront pris pour cible, nous seront dans la rue pour défendre la paix. Face à l’urgence ce humanitaire absolue, #CessezLeFeu et libération des otages !
Pour défendre ce préalable à la construction d’une paix juste et durable, rdv place de la République à 14h30";civils, otage, otages;;;;;;
0277;Twitter;arnaultraphael;LFI-NFP;2023-10-10;P1_choc;;/ArnaultRaphael/status/1711650002513096813#m;"Pendant ce temps là en Europe les néo-nazis se baladent oklm… (ce samedi 7 octobre à Sofia, en Bulgarie).

Pas une réaction, ni des médias, ni de la classe politique. Ça en dit long sur la volonté des divers gouvernements occidentaux de la lutte contre l’antisémitisme.";7 octobre, antisemitisme;;;;;;
0278;Twitter;fcbdeputeducher;EPR;2023-10-26;P1_choc;;/FCBDeputeduCher/status/1717413404678181254#m;"La Une de la honte l’@humanite_fr. 
Soutenir #Israel et les Israéliens n’est pas soutenir Netanyahou !
Votre Une crée un amalgame indigne et dessine une cible dans le dos des personnes représentées. 
Plein soutien à @YaelBRAUNPIVET @MathieuMlefevre et Manuel Valls !";israelien, israel, israeliens, netanyahou;;;;;;
0279;Assemblee;Mme Chrysoula Zacharopoulou;inconnu;2023-10-17;P1_choc;;;au cours de sa visite en israel mme ursula von der leyen s est exprimee en tant que presidente de la commission europeenne la position de l union europeenne est tres claire et a ete rappelee des le 10 octobre par les ministres des affaires etrangeres de l union puis le 15 octobre par le conseil europeen qui regroupe les chefs d etat ou de gouvernement des etats membres dans une declaration publique l union europeenne a ainsi condamne avec la plus grande fermete les attaques terroristes perpetrees par le hamas en israel et rappele le droit d israel a se defendre dans le respect du droit international humanitaire elle a reaffirme l importance d assurer la protection de tous les civils a tout moment conformement a ce meme droit la commission a appele le hamas a liberer immediatement tous les otages sans condition prealable ont aussi ete rappeles l importance d empecher une escalade regionale et l attachement europeen a une paix durable et perenne reposant sur la coexistence de deux etats;israel, hamas, droit international, civils, otage, deux etats, otages;;;;;;
0280;Assemblee;M. Aymeric Caron;LFI-NFP;2025-04-08;P7_cessez_feu;;;les complices sont ceux qui se rendent en israel pour soutenir le gouvernement fasciste de netanyahou et encourager son armee applaudissements sur les bancs du groupe lfi nfp les complices sont ceux qui repandent la propagande du groupe de lobbying de l extreme droite israelienne elnet les complices sont ceux qui menent des campagnes de diffamation contre la rapporteuse speciale des nations unies sur la situation des droits de l homme dans les territoires palestiniens les complices sont ceux qui recoivent a paris des ministres d un etat desormais voyou ceux qui sont incapables de la moindre sanction de la moindre reprimande s il y a tant de complices ici c est parce que la vie des enfants palestiniens a pour vous moins de valeur que la vie des autres enfants danss le monde applaudissements sur les bancs du groupe lfi nfp;palestiniens, israelien, israel, netanyahou, palestinien, israelienne, nations unies, territoires palestiniens;;;;;;
0281;Twitter;ugobernalicis;LFI-NFP;2023-10-30;P1_choc;;/Ugobernalicis/status/1719038546420314330#m;"Ce midi, en sortant du train, j'ai été agressé verbalement et physiquement gare du Nord, au sujet de nos positions pour la paix dans le conflit israelo-palestinien.
Le bashing mediatico-politique y est pour beaucoup.
J'ai déposé plainte.
Je ne baisserai pas les yeux.
Jamais ✊️";israel, palestinien;;;;;;
0282;Assemblee;Mme Stéphanie Kochert;HOR;2023-05-04;P0_pre_7oct;;;mais la reconnaissance definitive de l etat palestinien ne peut se faire qu au prix d une reconciliation durable intrapalestinienne si et seulement si le hamas organisation terroriste accepte definitivement l existence de l etat d israel et renonce a la violence ensuite dans cette proposition de resolution il y a la qualification de crime d apartheid chers collegues quelques ong ne peuvent presider a l esprit de nos debats par la publication de rapports partiels et partisans;israel, palestinien, hamas, palestinienne, etat palestinien;;;;;;
0283;Twitter;portes_thomas;LFI-NFP;2024-03-29;P3_post_cij;;/Portes_Thomas/status/1773817968725565829#m;"L’armée « le plus morale du monde » dans ses œuvres. 
Des criminels de guerre qui utilisent des palestiniens comme bouclier humain devant un char. 
Israël assassine un peuple, chaque jour les images arrivent et éclatent au grand jour.";palestiniens, israel, palestinien;;;;;;
0284;Assemblee;M. Sébastien Chenu;RN;2025-12-18;P7_cessez_feu;;;pourtant en 1945 la loi adoptee par vichy n est pas abrogee davantage que les actes prives d ailleurs c est la visibilite homosexuelle qui est scandaleusement visee et socialement deconsideree sur ce point je rejoins le rapporteur la france ici a manque a son devoir c est pourquoi je le repete jusqu en 1982 ce n etait pas mieux avant d aucuns disent parfois que c etait mieux ailleurs non dans ce domaine precis pas davantage lorsqu elle a depenalise l homosexualite en 1791 la france a ete le premier pays a le faire en europe avant l italie avant l allemagne avant le royaume uni et ailleurs en europe en europe de l est communiste jusqu a recemment la morale proletarienne s alignait sur un modele repressif et brutal imposant un silence total avec la complicite des grands leaders communistes francais qu en est il ailleurs encore a notre epoque la stigmatisation demeure a cuba ou les associations gay ont ete interdites en 1997 et leurs membres arretes la peine de mort est requise en iran en arabie saoudite au yemen au soudan a gaza l homosexualite est consideree comme un crime moral et religieux soumis a la charia lorsque la presidente de notre assemblee il y a quelques semaines a recu le president de l autorite palestinienne mahmoud abbas j ai souleve aupres de lui la question de ce que subissent les homosexuels a gaza je n ai recu en guise de reponse qu un balbutiement gene et meprisant queers for gaza ne saurait exister car gaza for queers n existera jamais je m etonne d ailleurs que la gauche n aborde jamais ce sujet;gaza, palestinien, palestinienne, autorite palestinienne;;;;;;
