id,source,depute_name,date,period,groupe_politique,text,keyword_matches,stance,intensity,target,frame,confidence,notes
54,assemblee_nationale,M. Jean-Noël Barrot,2025-03-11,P7_cessez_feu,MODEM,je vous remercie pour votre engagement en tant que president du groupe d etudes sur les chretiens d orient si les massacres perpetres ces derniers jours sur la cote alaouite ont principalement touche cette communaute les communautes chretiennes n ont pas ete epargnees par les exactions nous sommes engages en faveur de toutes les communautes en syrie anne bergantz l a rappele nous avons accueilli tres favorablement l accord trouve hier apres des semaines de mediation entre le gouvernement interimaire et les kurdes qui permet de resoudre une partie du probleme qui entravait le chemin de la syrie vers l unite et vers la paix cependant nous accordons une attention toute particuliere aux communautes chretiennes en syrie en temoigne le choix que j ai fait lorsque je me suis rendu le 3 janvier a damas de rencontrer en premier lieu les patriarches grecs orthodoxes et grecs catholiques pour ecouter leurs attentes et les relayer aupres du gouvernement interimaire cette attention particuliere s illustre aussi par le soutien continu de la france a l association l uvre d orient et au fonds pour les ecoles d orient dont les moyens budgetaires ont ete preserves en depit des efforts importants que mon ministere a du consentir parce que la defense des chretiens d orient est un axe fort de notre politique etrangere au proche et au moyen orient nous avons soutenu au liban le systeme educatif chretien pour lui permettre de traverser la crise economique nous participons en irak au financement de la restauration du patrimoine historique chretien enfin a jerusalem la france assume son role de protectrice des communautes chretiennes nous ne le faisons pas dans un esprit religieux mais avec la conviction que c est le pluralisme qui permettra a la region de retrouver la stabilite la paix et la securite quant a la conference qui se tiendra la semaine prochaine j ai decrit notre approche a l egard de la syrie elle est conditionnee proportionnee et reversible il va de soi que nous ne pourrons soutenir aucune nouvelle levee de sanctions sans que des garanties nous soient donnees que les crimes commis sont bien traduits devant la justice et punis applaudissements sur plusieurs bancs des groupes epr dr et dem,['massacre' 'jerusalem'],,,,,,
55,assemblee_nationale,M. Jean-Noël Barrot,2025-06-17,P7_cessez_feu,MODEM,c est pourquoi meme si nous avons du la reporter pour des raisons logistiques et securitaires nous restons determines a tenir la conference pour la solution a deux etats une dynamique desormais impossible a arreter va nous conduire a reconnaitre l etat de palestine mme alma dufour s exclame le second refus est celui d un iran puissance nucleaire qui comme vous l avez dit ferait peser un danger existentiel sur israel sur la region et sur l europe ce probleme ne peut etre regle que par la negociation ce a quoi la france a oeuvre il y a dix ans sous l autorite du president hollande en se montrant plus exigeante que ses partenaires americains et en obtenant de l iran des concessions significatives cet accord a ete fragilise quelques annees plus tard lorsque les etats unis s en sont retires mais la negociation reste la seule maniere d aboutir a un arret du programme nucleaire et balistique iranien c est pourquoi nous appelons a la retenue a la desescalade a l arret des frappes des deux cotes,['israel' 'palestine' 'solution a deux etats' 'deux etats'],,,,,,
56,assemblee_nationale,M. Jean-Noël Barrot,2025-04-01,P7_cessez_feu,MODEM,le 9 mars un batiment des nations unies a ete frappe un employe a perdu la vie et deux de nos compatriotes ont ete grievement blesses des tirs israeliens sur des ambulances ont tue quinze secouristes parmi lesquels des membres du croissant rouge de la protection civile palestinienne et des employes des nations unies c est tout simplement inacceptable les travailleurs humanitaires ne devraient jamais etre pris pour cible demain cela fera un mois que le gouvernement israelien aura ferme l acces de l enclave a l aide humanitaire il l avait rouvert precedemment jeudi je rencontrerai mon homologue israelien et j appellerai son attention sur trois points comme le hamas israel doit respecter les engagements pris le 19 janvier date du debut du cessez le feu les priorites sont la liberation des otages et la cessation des hostilites plus generalement il faut soutenir le plan des pays arabes pour la reconstruction la gouvernance et la securite a gaza ce plan prevoit que le hamas ne pourra participer a la gouvernance de l enclave et devra cesser de constituer une menace pour israel enfin au dela de la question de gaza la solution a deux etats est la seule a meme de garantir la securite et la paix pour les israeliens comme pour les palestiniens elle sera l objet de la conference des nations unies que la france presidera avec l arabie saoudite cet ete nous n hesitons pas a prendre des sanctions nous l avons deja fait en reaction a un sujet qui nous preoccupe particulierement la colonisation extremiste et violente en cisjordanie s il le faut nous en prendrons de nouvelles applaudissements sur quelques bancs du groupe gdr m paul molac applaudit egalement,"['palestiniens' 'israelien' 'israel' 'israeliens' 'gaza' 'palestinien'
 'hamas' 'palestinienne' 'gouvernement israelien' 'solution a deux etats'
 'cisjordanie' 'otage' 'deux etats' 'otages' 'colonisation'
 'nations unies' 'aide humanitaire']",,,,,,
57,assemblee_nationale,M. Jean-Noël Barrot,2025-06-25,P7_cessez_feu,MODEM,madame dieynaba diop vous etes revenue sur la reconnaissance de l etat de palestine nous sommes determines a le faire vous le savez dans un mouvement collectif ayant vocation a rendre possible l existence de deux etats vivant cote a cote en paix et en securite le premier ministre l a rappele dans son introduction a cet egard l initiative prise par le president de la republique avec le prince heritier d arabie saoudite bien que nous ayons du en reporter l echeance a trois jours pres a deja commence a produire ses effets mahmoud abbas president de l autorite palestinienne a pris des engagements inedits dans une lettre adressee au president de la republique il a pour la premiere fois condamne l attentat du 7 octobre pour ce qu il etait il a annonce des elections dans l annee et reaffirme le principe d un etat de palestine demilitarise attache aux principes de l organisation de liberation de la palestine olp et aux principes des accords d oslo je le disais tout a l heure il ne suffit pas d agiter ou de brandir le droit international il faut aussi le rendre credible michele tabarot et sabrina sebaihi sont parties frederic petit merci pour vos mots sur l engagement des agents et du centre de crise et de soutien qui a ete tres mobilise pour apporter du renfort ou du moins du soutien a nos ressortissants merci pour vos mots pour les peuples iranien palestinien et israelien qui patissent des decisions prises en leur nom merci enfin pour votre engagement au service de la diplomatie des societes civiles dont nous avons absolument besoin marie agnes poussier winsback est partie laurent mazaury aussi,"['israelien' 'israel' 'palestine' 'palestinien' 'palestinienne'
 '7 octobre' 'olp' 'droit international' 'autorite palestinienne'
 'deux etats']",,,,,,
58,assemblee_nationale,M. Stéphane Séjourné,2024-03-12,P3_post_cij,REN,nous l avons dit et repete dans cet hemicycle les populations civiles de gaza manquent de tout eau nourriture medicaments cette situation est elle justifiable non evidemment,['gaza'],,,,,,
59,assemblee_nationale,M. Stéphane Séjourné,2024-02-13,P3_post_cij,REN,afin d eviter un desastre nous reiterons notre appel a un arret des combats israel doit prendre des mesures concretes pour proteger la vie des populations civiles a gaza,['israel' 'gaza'],,,,,,
60,assemblee_nationale,Mme Prisca Thevenot,2024-02-06,P3_post_cij,REN,je vous prie d excuser le ministre de l europe et des affaires etrangeres qui effectue au liban la derniere etape de sa tournee diplomatique dans la region apres s etre rendu en egypte en jordanie en israel et dans les territoires palestiniens l objectif de son deplacement et son message sont clairs et rappellent les devoirs de la france condamnation sans ambiguite des actes terroristes du hamas demande de liberation immediate de l ensemble des otages,"['palestiniens' 'israel' 'palestinien' 'hamas' 'otage' 'otages'
 'territoires palestiniens']",,,,,,
61,assemblee_nationale,Mme Aurore Bergé,2024-03-27,P3_post_cij,REN,vous posez une question essentielle qui a trait aux valeurs qui forment le coeur de notre republique depuis le 7 octobre et les attentats terroristes perpetres par le hamas en israel on a malheureusement assiste dans notre pays a une recrudescence des actes antisemites dont le nombre a vous l avez dit augmente de plus de 1 000 concretement cela signifie que des francais ont parce qu ils sont juifs ou auraient des patronymes juifs change leur nom sur leur boite aux lettres se sont desinscrits de certaines applications n osent plus commander de taxi ou se faire livrer un repas que des etudiants ont ete pris a partie qu un homme pris a partie dans un bus a du s en extraire de peur d etre violente qu un autre homme sortant d une synagogue a recu des coups de poing et de pied voila concretement ce que recouvre la recrudescence des actes antisemites dans notre pays la mobilisation de l etat a ce sujet est sans faille le ministre de l interieur et le garde des sceaux ont donne des instructions tres claires appelant a etre implacable dans la sanction de ces actes par ailleurs apres le courrier sur l antisemitisme envoye aux presidents d universite et aux recteurs par la ministre de l enseignement superieur des le 9 octobre 2023 plusieurs signalements a des procureurs de la republique ont eu lieu,['israel' 'hamas' '7 octobre' 'antisemitisme' 'antisemite'],,,,,,
62,assemblee_nationale,M. Stéphane Séjourné,2024-02-13,P3_post_cij,REN,un cessez le feu est indispensable non seulement pour permettre la liberation des otages mais aussi pour faciliter l acheminement de l aide a la population civile la france sera toujours du cote de ceux qui souffrent mme mireille clapot applaudit,['otage' 'otages'],,,,,,
63,assemblee_nationale,M. Gabriel Attal,2024-04-10,P3_post_cij,REN,vous continuiez a relayer une fausse information applaudissements sur plusieurs bancs du groupe re le ministre des armees a ete extremement clair d abord les exportations de la france en direction d israel sont tres limitees en 2022 elles representent 0 2 de nos exportations pour une valeur de 15 millions d euros,['israel'],,,,,,
64,assemblee_nationale,M. Gérald Darmanin,2023-10-24,P1_choc,REN,plus d une vingtaine d interpellations ont eu lieu les personnes concernees devront repondre devant les services de m le garde des sceaux de leurs slogans sur de pretendus bebes decapites et de leurs arguments antisemites inacceptables la consigne donnee aux prefets de la republique est d interdire toutes les manifestations qui pourraient troubler l ordre public soutenir la cause palestinienne et les civils palestiniens est evidemment autorise mais pas les manifestations de collectifs tels que palestine vaincra nous souhaitons que le conseil d etat nous donne raison sur sa dissolution le ministere de l interieur et des outre mer et le ministere de la justice s opposeront a tous les faits contraires au droit applaudissements sur les bancs du groupe re et sur plusieurs bancs du groupe dem,"['palestiniens' 'palestine' 'palestinien' 'palestinienne' 'antisemite'
 'civils']",,,,,,
65,assemblee_nationale,M. Éric Bothorel,2023-10-10,P1_choc,REN,j aimerais vous interroger monsieur le ministre delegue sur la facon dont vous avez vecu ces dernieres heures l attaque d israel par le hamas terroriste ayant donne lieu a des debordements haineux en tous genres sur les reseaux sociaux certes ces amendements visent la provocation non suivie d effet a commettre des actes de violence comparaison n est pas raison neanmoins je tiens a vous interpeller sur un fait nouveau ce soir thierry breton a adresse un courrier au patron de x ex twitter le mettant en demeure d agir contre l utilisation de la plateforme pour diffuser dans l union europeenne des contenus illicites et de la desinformation nous sommes nombreux sur ces bancs a considerer que x doit appliquer la nouvelle legislation europeenne sur les services numeriques le digital services act dsa qui est eminemment protecteur si le droit francais nous permet d adapter certaines mesures pour repondre a des specificites nous attendons neanmoins beaucoup du dsa force est de constater que depuis plusieurs jours les plateformes n ont pas applique le dsa de maniere homogene pourriez vous nous dire monsieur le ministre delegue quel a ete votre role au cours des derniers jours comment avez vous vecu les evenements que pensez vous de ce denouement partiel le courrier du commissaire thierry breton,['israel' 'hamas'],,,,,,
66,assemblee_nationale,Mme Olivia Grégoire,2023-10-09,P1_choc,REN,je veux a mon tour vous remercier pour les paroles que vous avez prononcees en solidarite avec israel madame la presidente en ces heures sombres et tragiques je remercie les parlementaires presents dans l hemicycle et je m associe en pensee a ceux qui ont choisi d aller dire ce soir leur soutien a l etat d israel face au terrorisme je suis devant vous cet apres midi pour vous presenter un projet de loi dont l ambition tient tout entiere dans ces quelques mots qui resument son article unique avancer les negociations commerciales entre les distributeurs et les fournisseurs afin d anticiper les baisses de tarifs que doit entrainer l evolution des couts des matieres premieres elle meme a la baisse proteger le pouvoir d achat des francais nous partageons tous cet objectif au dela des divergences politiques certes les propositions different au sein de l hemicycle sur les moyens de l atteindre nous aurons l occasion d en debattre mais ce sur quoi il ne peut y avoir de divergence c est sur l observation des faits ces faits qui fondent la proposition du gouvernement depuis plusieurs mois les prix de certaines matieres premieres baissent et substantiellement entre septembre 2022 et septembre 2023 le cours du ble tendre a baisse de 40 et le prix des oleagineux de 17 ces baisses ainsi que celles d autres cours encore se retrouvent deja dans l evolution des prix agricoles a la production selon l insee en aout ces derniers etaient en baisse de 7 4 depuis un an les matieres premieres agricoles ne sont pas les seules concernees c est aussi le cas du papier et du carton pour les emballages dont les prix ont connu une baisse de pres de 20 en un an ou encore des prix de l energie qui apres avoir ete tres eleves en 2022 reviennent aujourd hui a des niveaux plus raisonnables ces baisses de couts peuvent doivent se retrouver dans les prix payes par nos compatriotes a la caisse et le plus vite possible mais vous le savez mesdames et messieurs les deputes dans notre pays la negociation commerciale entre les industriels et les distributeurs l une des plus reglementees au monde est annuelle et la loi fait obstacle a la repercussion immediate des mouvements de prix tandis qu en 2022 ce cadre a permis de lisser la repercussion de la hausse des couts des industriels dans les prix de vente aux consommateurs les memes causes produisant les memes effets cette annualite empeche aujourd hui l inflation alimentaire de baisser plus rapidement et de desserrer l etau sur les produits du quotidien achetes par les francais il y a pourtant urgence vous le constatez toutes les semaines dans vos circonscriptions je le constate egalement a chaque deplacement quelques produits voient leurs prix baisser dans les rayons mais trop peu et pas assez pour que le passage a la caisse ne soit plus une epreuve pour les francais cette situation d urgence appelle des solutions d urgence car chaque jour compte le pragmatisme doit nous guider tel est le sens du projet de loi que je vous presente aujourd hui qui contient une proposition d adaptation temporaire de la negociation commerciale annuelle rien de plus nous avons entendu au cours des travaux de la commission qui ont donne lieu a des debats interessants l appel de parlementaires et d acteurs economiques a une modification perenne de certaines regles encadrant les negociations commerciales je le redis le gouvernement n est pas insensible a cet appel dans le monde de volatilite des prix qui est desormais le notre reinterroger un modele economique concu dans une periode ou la stabilite et la deflation etaient de mise est necessaire mais la connaissance est hostile a toute precipitation affirme l ecrivain alain mabanckou on ne decide pas dans la precipitation de modifier l un des objets les plus structurants de notre vie economique et l un des cadres de negociation commerciale les plus protecteurs pour nos producteurs agricoles une reflexion d ampleur est indispensable c est la raison pour laquelle je vous annonce d emblee dans la continuite de ce que je vous ai dit en commission et pour ne pas vous faire perdre de temps que nous allons lancer une mission gouvernementale transpartisane afin de reflechir a une reforme du cadre global des negociations commerciales m gregoire de fournas s exclame cette mission disposera des moyens de l etat des moyens importants et saura j en suis sure eclairer le gouvernement et la representation nationale sur cette question complexe qui necessite avant toute prise de decision des auditions des consultations et des expertises la disposition que je vous propose avec le projet de loi aura quant a elle un effet rapide puisqu elle avance de six semaines la date butoir des negociations commerciales entre les distributeurs et les industriels qui se termineront le 15 janvier et non le 1er mars 2024 les six semaines gagnees sont precieuses d autant qu elles permettront aux baisses de prix d intervenir juste apres les fetes de fin d annee qui nous le savons affectent particulierement le portefeuille des francais je vous invite donc a soutenir cet objectif etant donne l importante baisse des cours des matieres premieres qui constituent des milliers de produits alimentaires du quotidien pourquoi nos compatriotes devraient ils attendre le mois de mars pour en beneficier alors que l on pourrait les soulager des la mi janvier vous me direz comme en commission que certaines matieres premieres connaitront des hausses de prix j en suis consciente mais l arbre ne saurait cacher la foret des baisses attendues vous me direz aussi que certains industriels annoncent des hausses de tarifs plutot que des baisses pour 2024 nous avons egalement aborde ce point en commission mais je le repete ce qui compte n est pas la ligne de depart mais la ligne d arrivee comme chaque annee c est vrai les industriels vont proposer des tarifs a la hausse et les distributeurs s en plaindront mais ces nouveaux tarifs seront aprement negocies durant des nuits entieres voila pourquoi chaque jour compte l important est que les prix baissent a l issue des negociations sur la ligne d arrivee meme s ils etaient en hausse au depart c est pourquoi nous vous proposons mesdames et messieurs les deputes de nous donner tous les moyens legaux pour repercuter les baisses de prix le plus rapidement possible dans le maximum de rayons je dis tous les moyens legaux mais cette possibilite ne doit pas s exercer a n importe quelles conditions en tant que ministre des pme j ai ete sensible au debat que nous avons eu en commission a leur sujet en particulier parce que j ai ecoute les federations professionnelles qui les representent je sais que les pme de la filiere agroalimentaire sont l instrument de notre souverainete alimentaire et industrielle et qu a ce titre elles doivent etre protegees parce que l enfer est parfois on le sait pave de bonnes intentions et surtout parce qu on est toujours moins intelligent quand est seul j ai pris le temps d ecouter vos arguments mais aussi les propositions des organisations professionnelles j ai entendu les demandes visant a mieux proteger les pme et les entreprises de taille intermediaire eti defendues par certains deputes lors de l examen du texte en commission comme je m y etais alors engagee j ai consacre ces derniers jours a retravailler en ce sens avec les acteurs concernes a commencer par la representation nationale que je remercie pour nos echanges un chemin s est fait jour pour que cette disposition simple soit si vous la votez mise en oeuvre de maniere a proteger ces acteurs que nous ont dit les pme d abord qu elles ne souhaitaient pas etre les perdantes des negociations en passant apres les gros industriels au risque de se voir expulsees des lineaires des grands distributeurs nous avons entendu ensuite que nombre d entre elles ont deja envoye leurs conditions generales de vente cgv afin de negocier des a present leurs tarifs pour 2024 avec les distributeurs enfin qu il y a autant de pme en france que de situations particulieres raison pour laquelle nous devons conserver un cadre qui leur apporte de la flexibilite et non les enfermer dans un carcan rigide dont notre pays a parfois le secret ces positions se traduisent dans certains de vos amendements que nous discuterons et sur lesquels je donnerai un avis favorable nous avons egalement travaille avec les distributeurs a un pacte d engagement pour que cette annee encore les negociations avec les pme soient realisees en priorite vous l aurez compris le contexte est favorable a une baisse de prix des produits alimentaires en rayon il n y a pas de temps a perdre plus de cinquante des soixante quinze plus grands industriels ont entendu l appel du gouvernement a accelerer les renegociations et ont deja envoye leurs cgv aux distributeurs avant le 1er novembre ou s appretent a le faire j appelle solennellement tous les industriels grands et petits a leur emboiter le pas sans attendre l entree en vigueur de cette loi chaque jour compte ne perdons pas de temps pour redonner du pouvoir d achat aux francais pour terminer je crois qu il n y a pas lieu aujourd hui de se retrancher derriere des postulats economiques et autres theories il s agit simplement de repondre a une question acceptez vous d avancer de six semaines les renegociations commerciales afin de gagner six semaines sur la baisse des prix applaudissements sur les bancs des groupes re et dem,['israel'],,,,,,
67,assemblee_nationale,M. Didier Paris,2023-10-10,P1_choc,REN,les deux projets de loi soumis a notre approbation concretisent un effort tout bonnement historique en faveur de la justice de notre pays a l effort budgetaire et humain que jean terlier vient de detailler tres clairement s ajoute la volonte de donner de la respiration aux juridictions de liberer les modes de decision et de gouvernance de limiter une centralisation trop souvent excessive et d inscrire la justice dans le numerique en reduisant l ecart avec d autres professions du droit en particulier celle des avocats un effort est aussi mene pour adapter nos procedures penales ou civiles le texte allant jusqu a lever definitivement les derniers freins a la competence universelle des juridictions francaises en matiere de crimes de guerre et de crimes contre l humanite avancee dont les evenements survenus en ukraine et ces derniers jours en israel montrent malheureusement a quel point elle constitue une necessite absolue,['israel' 'crimes de guerre'],,,,,,
68,assemblee_nationale,M. Mathieu Lefèvre,2023-10-23,P1_choc,REN,nous sommes venus nous incliner devant l indicible et devant la douleur du peuple d israel ce qu auraient du faire tous les republicains de ce pays des enfants egorges des femmes eventrees des familles brulees vives ou dechirees par l attente insupportable de leurs proches retenus en otage les mots ne parviennent pas et ne parviendront jamais a rendre compte de la barbarie islamiste nous devons tous rendre hommage a notre presidente yael braun pivet d avoir eu le courage d en temoigner car rien ne serait pire que l oubli memes mouvements nous vous disons madame la presidente que nous sommes indefectiblement a vos cotes et que l histoire condamnera lourdement ceux qui font resonner ces heures sombres nous vous temoignons notre soutien affectueux et l immense respect qu impose votre dignite face aux petits profiteurs de l antisemitisme electoral memes mouvements,['israel' 'antisemitisme' 'otage'],,,,,,
69,assemblee_nationale,M. Thomas Portes,2024-03-06,P3_post_cij,LFI,l amalgame honteux entre antisionisme et antisemitisme est absolument scandaleux vous etes aujourd hui les seuls a parler de religion quand nous parlons de conflits et de resolutions politiques ceux qui dressent des paralleles dangereux sont ceux qui instrumentalisent la lutte contre l antisemitisme applaudissements sur les bancs du groupe lfi nupes je vais quand meme repondre aux accusations pour vous les vies palestiniennes ne valent rien,"['palestiniennes' 'palestinien' 'palestinienne' 'antisemitisme' 'sionisme'
 'antisionisme']",,,,,,
70,assemblee_nationale,M. Thomas Portes,2024-03-05,P3_post_cij,LFI,il ne s agit pas de legitime defense applaudissements sur quelques bancs du groupe lfi nupes il ne s agit pas d une operation militaire il s agit du genocide du peuple palestinien comme l ont dit les medecins francais de retour de gaza applaudissements sur les bancs du groupe lfi nupes face a l horreur les mots ne suffisent pas a couvrir la lachete de vos actes combien de temps la france va t elle regarder le massacre en cours a gaza sans agir combien de temps la france va t elle refuser de prendre des sanctions economiques et diplomatiques contre israel applaudissements sur les bancs du groupe lfi nupes mme elsa faucillon applaudit egalement quand passerez vous enfin des paroles aux actes pour imposer le cessez le feu et arreter le massacre du peuple palestinien mmes et mm les deputes du groupe lfi nupes ainsi que mme elsa faucillon se levent et applaudissent applaudissements sur plusieurs bancs des groupes soc ecolo nupes et gdr nupes,['israel' 'gaza' 'palestinien' 'genocide' 'legitime' 'massacre'],,,,,,
71,assemblee_nationale,Mme Danièle Obono,2024-03-06,P3_post_cij,LFI,et ceux qui soutiennent le genocide en cours on compte deja 30 000 morts palestiniens,['palestiniens' 'palestinien' 'genocide'],,,,,,
72,assemblee_nationale,M. Éric Coquerel,2024-02-06,P3_post_cij,LFI,dans un mois l interrogation ne sera de toute facon plus de mise car l unrwa l office de secours et de travaux des nations unies pour les refugies de palestine dans le proche orient la seule institution humanitaire et administrative presente pourrait s arreter faute de financements pour raphael pitti si l unrwa s arrete la population est condamnee,['palestine' 'unrwa' 'nations unies'],,,,,,
73,assemblee_nationale,Mme Sarah Legrain,2024-03-06,P3_post_cij,LFI,etre une femme aujourd hui en france c est vous entendre aurore berge lancer une mission pour comprendre les mecanismes a l oeuvre dans les violences sexuelles pendant que vous attaquez les associations qui luttent depuis des annees contre ces violences elles reclament des milliards vous rabotez de 10 le budget egalite femmes hommes et vous vous amusez a menacer leurs subventions pour faire plaisir aux soutiens inconditionnels d israel applaudissements sur les bancs du groupe lfi nupes etre une femme aujourd hui en france c est accueillir seule son enfant faute de conge paternite egalitaire arreter de travailler faute de place en creche et vous entendre presenter comme des progres un conge parental au rabais un service public fantome un groupe de travail sur les meres isolees alors que vous passez votre temps a les stigmatiser etre une femme aujourd hui en france c est etre infirmiere caissiere professeure assistante maternelle aide a domicile accompagnante d eleves en situation de handicap aesh et vous entendre rabacher votre index egalite au lieu de revaloriser les metiers feminises c est occuper 60 des emplois remuneres au smic et des cdd 78 des emplois a temps partiels et vous voir repousser l age de la retraite geler les salaires demanteler le code du travail saccager la protection sociale ce vendredi 8 mars les femmes se levent et mme la presidente coupe le micro de l oratrice dont le temps de parole est epuise les deputes du groupe lfi nupes se levent et applaudissent applaudissements sur quelques bancs des groupes soc et ecolo nupes,['israel'],,,,,,
74,assemblee_nationale,M. Gabriel Attal,2024-05-07,P4_rafah,REN,vous l avez dit hier soir les forces armees israeliennes sont entrees dans rafah ville du sud de la bande de gaza ou se trouveraient plus de 1 million de personnes,"['israelien' 'israel' 'gaza' 'israeliennes' 'israelienne' 'bande de gaza'
 'rafah']",,,,,,
75,assemblee_nationale,M. Stéphane Séjourné,2024-05-21,P4_rafah,REN,les juges de la cpi doivent desormais se prononcer sur la delivrance de ces mandats ils le feront en toute independance le troisieme principe c est la solidarite de la france envers les israeliens et les palestiniens la france est engagee pour chercher une solution politique c est le seul horizon de paix possible et nous travaillons diplomatiquement a cette fin,['palestiniens' 'israelien' 'israel' 'israeliens' 'palestinien' 'cpi'],,,,,,
76,assemblee_nationale,M. Stéphane Séjourné,2024-05-14,P4_rafah,REN,je me suis deja longuement exprime devant vous a propos de rafah et sur ce sujet en particulier ce qui est a l origine de cette tragedie c est l attaque du 7 octobre que vous n avez toujours pas mentionnee pas un mot pour nos otages pas un mot pour les quarante trois francais tragiquement decedes lors de ces attaques applaudissements sur les bancs du groupe re les palestiniens n ont pas a payer le prix des violences et de la folie meurtriere du hamas je le repete devant vous israel doit cesser l operation en cours a rafah sur le fond je veux egalement rappeler la position francaise que j ai defendue le 30 avril dernier lors de mon deplacement en israel et que je defendrai de nouveau,"['palestiniens' 'israel' 'palestinien' 'hamas' '7 octobre'
 'attaque du 7 octobre' 'otage' 'otages' 'rafah']",,,,,,
77,assemblee_nationale,M. Gabriel Attal,2024-05-07,P4_rafah,REN,oui la situation humanitaire a gaza est catastrophique et oui les civils doivent toujours etre epargnes,['gaza' 'civils'],,,,,,
78,assemblee_nationale,M. Gabriel Attal,2024-05-07,P4_rafah,REN,jamais la france n a detourne le regard ni face a l attaque terroriste abominable commise par le hamas le 7 octobre en israel ni face a la situation humanitaire dramatique a gaza je vous remercie d avoir mentionne les otages israeliens et francais a gaza applaudissements sur les bancs des groupes re et dem je le dis parce que c est tellement rare malheureusement venant de la nupes en particulier du groupe la france insoumise qui n a jamais de mots pour nos otages applaudissements sur les bancs du groupe re mensonge quelle malhonnetete sur les bancs du groupe lfi nupes,"['israelien' 'israel' 'israeliens' 'gaza' 'hamas' '7 octobre' 'otage'
 'otages']",,,,,,
79,assemblee_nationale,M. Pieyre-Alexandre Anglade,2023-11-28,P2_offensive,REN,d autres font encore l objet de discussions nous aurons a debattre prochainement de la reforme institutionnelle a venir le debat qui nous occupe aujourd hui est important il est meme plus essentiel que jamais a un moment ou notre europe est bousculee comme elle l a rarement ete dans son histoire la guerre est revenue sur notre continent je pense evidemment a l ukraine ou un peuple europeen les ukrainiens se bat pour sa liberte apres pres de deux ans de guerre notre message doit etre ici tres simple nous sommes aux cotes de l ukraine pour qu elle puisse non seulement se defendre mais aussi recouvrer sa souverainete son independance et son integrite territoriale la guerre est aussi revenue a nos portes de l armenie dont le peuple est attaque au haut karabakh au proche orient je pense evidemment a l attaque terroriste contre israel et maintenant aux bombardements sur gaza rumeurs sur les bancs du groupe lfi nupes,['israel' 'gaza' 'bombardement' 'bombardements'],,,,,,
80,assemblee_nationale,Mme Prisca Thevenot,2024-01-16,P2_offensive,REN,la france accorde evidemment un soin particulier au choix des projets de solidarite internationale qu elle finance chaque contribution doit etre pleinement conforme a notre legislation et en coherence avec les valeurs que nous defendons en particulier notre engagement ferme dans la lutte contre l antisemitisme toutes les formes d antisemitisme et contre le terrorisme les autorites francaises veillent en particulier a ce que ces financements ne soient pas detournes de leur objet et de leur cible il s agit de promouvoir une culture de paix et la defense des droits de l homme une solution juste et durable au conflit israelo palestinien dans le cadre du droit international depuis 2018 le centre de crise et de soutien cdcs a applique une politique d exigence renforcee a l egard de ses partenaires dans le cadre de ses operations humanitaires ainsi a t il ete etabli une cartographie des ong beneficiaires de subventions decide un controle de l utilisation des credits publics par la realisation d evaluations et d audits ex post sur site et sur pieces enfin sont menees des actions de sensibilisation et de formation de nos postes aux exigences de conformite pour assurer localement le bon suivi des projets des mecanismes d alerte des autorites ont egalement ete crees lorsque les ong identifient un risque de financement du terrorisme aussi afin de se mettre en conformite avec les exigences des bailleurs institutionnels y compris europeens et internationaux les ong investissent elles progressivement dans des systemes de gestion du risque qui tendent a diminuer le risque de financement du terrorisme auquel elles sont potentiellement exposees dans le cadre de leur activite en particulier pour les plus importantes,['israel' 'palestinien' 'antisemitisme' 'droit international'],,,,,,
81,assemblee_nationale,Mme Prisca Thevenot,2024-01-16,P2_offensive,REN,j ai deja repondu sur le sujet de l aide a gaza et aux gazaouis et vous me permettrez de ne pas repeter ce qui a ete dit et que vous avez du entendre,['gaza'],,,,,,
82,assemblee_nationale,Mme Caroline Yadan,2023-11-28,P2_offensive,REN,a choisi d exclure samedi dernier l acces a la marche contre les violences faites aux femmes aux manifestantes venues rappeler la memoire des femmes victimes du pogrom du 7 octobre et pour certaines d entre elles encore retenues comme otages dans les tunnels du hamas quand on combat les violences faites aux femmes on les combat partout et tout le temps,['hamas' '7 octobre' 'otage' 'otages'],,,,,,
83,assemblee_nationale,Mme Caroline Yadan,2023-11-28,P2_offensive,REN,ma question s adresse a mme berangere couillard ministre deleguee chargee de l egalite entre les femmes et les hommes et de la lutte contre les discriminations cinquante deux jours deja se sont ecoules depuis ce samedi sanglant au cours duquel s est ouvert un gouffre abyssal dans lequel a ete aspiree notre humanite un gouffre fait de sang de tortures de mutilations et de larmes une violence absolue commise au cri de allah akbar par des monstres armes de couteaux et depourvus de coeur le 7 octobre des terroristes islamistes du hamas biberonnes a la haine des juifs ont penetre le territoire souverain d israel pour commettre des atrocites qu un esprit humain a du mal a concevoir si cette passion exterminatrice a vise indifferemment des hommes des personnes agees des adolescents des enfants des bebes elle a aussi cible specifiquement des femmes les associations feministes adeptes du me too de l ecriture inclusive et de on te croit auraient du condamner avec force les viols acharnes les femmes enceintes eventrees la nudite carbonisee les adolescentes exhibees comme autant de macabres trophees eh oui sur divers bancs applaudissements sur plusieurs bancs des groupes re rn lr et dem mme emmanuelle menard applaudit egalement il n en a pourtant rien ete les nouvelles feministes intersectionnelles se sont tues memes mouvements protestations sur les bancs des groupes lfi nupes et soc,['israel' 'hamas' '7 octobre'],,,,,,
