author,bloc,group,stance_mean,stance_std,stance_min,stance_max,n_textes,n_months,first_month,last_month,stance_range,is_mover
Mme Emmanuelle Ménard,Droite,NI,-1.6363636363636365,0.504524979109513,-2,-1,11,2,2023-10-23 00:00:00,2023-12-04 00:00:00,1,False
Mme Emmanuelle Ménard (NI),Droite,NI,-1.5,0.7071067811865476,-2,-1,2,2,2023-10-23 00:00:00,2024-01-16 00:00:00,1,False
Mme Ersilia Soudais (LFI-NFP),Gauche radicale,LFI-NFP,2.0,,2,2,1,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
Mme Eva Sas,Gauche moderee,ECO-NFP,1.0,,1,1,1,1,2025-11-17 00:00:00,2025-11-17 00:00:00,0,False
Mme Farida Amrani,Gauche radicale,LFI,1.8,0.4472135954999579,1,2,5,1,2024-03-12 00:00:00,2024-03-12 00:00:00,1,False
Mme Farida Amrani,Gauche radicale,LFI-NFP,-2.0,,-2,-2,1,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
Mme Fatiha Keloua Hachi,Gauche moderee,SOC,1.3333333333333333,0.5773502691896258,1,2,3,1,2024-03-05 00:00:00,2024-03-28 00:00:00,1,False
Mme Florence Goulet,Droite,RN,-2.0,,-2,-2,1,1,2024-03-12 00:00:00,2024-03-12 00:00:00,0,False
Mme Francesca Pasquini,Gauche moderee,ECO,1.5,0.5773502691896257,1,2,4,1,2023-11-14 00:00:00,2023-11-14 00:00:00,1,False
Mme Gabrielle Cathala,Gauche radicale,LFI-NFP,0.7894736842105263,1.5484381869204369,-2,2,19,7,2025-03-20 00:00:00,2025-12-18 00:00:00,4,True
Mme Géraldine Bannier,Centre / Majorite,DEM,-1.0,,-1,-1,1,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
Mme Julie Laernoes,Gauche moderee,ECO,1.0,,1,1,1,1,2023-12-04 00:00:00,2023-12-04 00:00:00,0,False
Mme Laurence Boone,Centre / Majorite,REN,-0.11764705882352941,0.9926198253344827,-2,1,17,3,2023-10-31 00:00:00,2023-12-05 00:00:00,3,True
Mme Louise Morel,Centre / Majorite,DEM,1.0,,1,1,1,1,2025-10-15 00:00:00,2025-10-15 00:00:00,0,False
Mme Léa Balage El Mariky,Gauche moderee,ECO-NFP,-0.3333333333333333,1.5275252316519468,-2,1,3,2,2025-03-26 00:00:00,2025-05-06 00:00:00,3,True
Mme Marianne Maximi,Gauche radicale,LFI-NFP,2.0,0.0,2,2,3,1,2024-12-03 00:00:00,2024-12-03 00:00:00,0,False
Mme Marie Mesmeur,Gauche radicale,LFI-NFP,1.4545454545454546,0.8201995322647245,0,2,11,2,2025-03-18 00:00:00,2025-07-02 00:00:00,2,True
Mme Marie-Agnès Poussier-Winsback,Centre / Majorite,HOR,-1.0,,-1,-1,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Marie-Agnès Poussier-Winsback (HOR),Centre / Majorite,HOR,0.0,,0,0,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Marine Le Pen,Droite,RN,-0.8888888888888888,0.6009252125773314,-2,0,9,3,2023-10-10 00:00:00,2025-06-25 00:00:00,2,True
Mme Marine Le Pen (RN),Droite,RN,-2.0,,-2,-2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
Mme Mathilde Hignet,Gauche radicale,LFI,0.0,,0,0,1,1,2024-05-17 00:00:00,2024-05-17 00:00:00,0,False
Mme Mathilde Panot,Gauche radicale,LFI,1.5,0.7881701093115122,-1,2,34,2,2023-10-10 00:00:00,2024-05-07 00:00:00,3,True
Mme Mathilde Panot,Gauche radicale,LFI-NFP,1.3235294117647058,1.3193338134187065,-2,2,34,8,2024-10-01 00:00:00,2025-10-29 00:00:00,4,True
Mme Mathilde Panot (LFI-NFP),Gauche radicale,LFI-NFP,2.0,,2,2,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Mathilde Panot (LFI-NUPES),Gauche radicale,LFI,2.0,,2,2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
Mme Mereana Reid Arbelot,Gauche radicale,GDR,2.0,,2,2,1,1,2025-06-10 00:00:00,2025-06-10 00:00:00,0,False
Mme Michèle Tabarot,Droite,LR,-1.2,0.523148363780597,-2,0,20,3,2023-10-23 00:00:00,2025-06-25 00:00:00,2,True
Mme Michèle Tabarot (DR),Droite,LR,-1.0,,-1,-1,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Michèle Tabarot (LR),Droite,LR,-2.0,,-2,-2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
Mme Monique Chemillier-Gendreau,Droite,RN,1.0,0.6324555320336759,0,2,6,1,2025-01-14 00:00:00,2025-01-14 00:00:00,2,True
Mme Nadège Abomangoli,Gauche radicale,LFI,-1.5,0.7071067811865476,-2,-1,2,2,2023-10-10 00:00:00,2024-03-06 00:00:00,1,False
Mme Nadège Abomangoli,Gauche radicale,LFI-NFP,0.5,2.1213203435596424,-1,2,2,1,2024-10-15 00:00:00,2024-10-15 00:00:00,3,True
Mme Nadège Abomangoli (LFI-NFP),Gauche radicale,LFI-NFP,1.0,,1,1,1,1,2025-01-15 00:00:00,2025-01-15 00:00:00,0,False
Mme Natalia Pouzyreff,Centre / Majorite,REN,2.0,,2,2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
Mme Nathalie Colin-Oesterlé,Centre / Majorite,HOR,1.0,,1,1,1,1,2024-10-23 00:00:00,2024-10-23 00:00:00,0,False
Mme Nathalie Oziol,Gauche radicale,LFI,1.2,0.9189365834726815,-1,2,10,2,2023-11-14 00:00:00,2024-05-21 00:00:00,3,True
Mme Nathalie Oziol,Gauche radicale,LFI-NFP,1.7142857142857142,0.4879500364742666,1,2,7,1,2024-10-30 00:00:00,2024-10-30 00:00:00,1,False
Mme Naïma Moutchou,Centre / Majorite,HOR,1.0,0.0,1,1,2,1,2025-12-10 00:00:00,2025-12-10 00:00:00,0,False
Mme Pascale Bordes,Droite,RN,-1.2,0.4472135954999579,-2,-1,5,2,2023-10-12 00:00:00,2023-11-14 00:00:00,1,False
Mme Pascale Got,Gauche moderee,PS-NFP,1.0,,1,1,1,1,2025-11-18 00:00:00,2025-11-18 00:00:00,0,False
Mme Pascale Martin,Gauche radicale,LFI,2.0,0.0,2,2,3,1,2024-05-14 00:00:00,2024-05-14 00:00:00,0,False
Mme Patricia Mirallès,Centre / Majorite,REN,-0.5,0.5773502691896257,-1,0,4,1,2024-05-21 00:00:00,2024-05-21 00:00:00,1,False
Mme Prisca Thevenot,Centre / Majorite,EPR,0.0,,0,0,1,1,2025-05-06 00:00:00,2025-05-06 00:00:00,0,False
Mme Prisca Thevenot,Centre / Majorite,REN,0.08333333333333333,1.0836246694508316,-2,1,12,2,2024-01-16 00:00:00,2024-02-06 00:00:00,3,True
Mme Sabrina Agresti-Roubache,Centre / Majorite,REN,0.0,0.0,0,0,2,1,2024-05-06 00:00:00,2024-05-06 00:00:00,0,False
Mme Sabrina Sebaihi,Gauche moderee,ECO,1.8666666666666667,0.3518657752744984,1,2,15,5,2023-10-17 00:00:00,2024-06-04 00:00:00,1,False
Mme Sabrina Sebaihi,Gauche moderee,ECO-NFP,1.8333333333333333,0.408248290463863,1,2,6,3,2024-10-02 00:00:00,2025-06-17 00:00:00,1,False
Mme Sabrina Sebaihi (EcoS),Gauche moderee,ECO-NFP,2.0,0.0,2,2,2,2,2025-01-14 00:00:00,2025-06-25 00:00:00,0,False
Mme Sandra Regol,Gauche moderee,ECO-NFP,-0.4,1.140175425099138,-2,1,5,1,2025-05-06 00:00:00,2025-05-06 00:00:00,3,True
Mme Sandrine Rousseau,Gauche moderee,ECO,1.4,0.5477225575051661,1,2,5,2,2023-10-31 00:00:00,2024-06-04 00:00:00,1,False
Mme Sandrine Rousseau,Gauche moderee,ECO-NFP,-2.0,,-2,-2,1,1,2025-10-30 00:00:00,2025-10-30 00:00:00,0,False
Mme Sandrine Rousseau (EcoS),Gauche moderee,ECO-NFP,0.0,,0,0,1,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
Mme Sarah Legrain,Gauche radicale,LFI-NFP,2.0,,2,2,1,1,2025-05-14 00:00:00,2025-05-14 00:00:00,0,False
Mme Sophia Chikirou,Gauche radicale,LFI,2.0,,2,2,1,1,2024-05-14 00:00:00,2024-05-14 00:00:00,0,False
Mme Sophia Chikirou,Gauche radicale,LFI-NFP,2.0,0.0,2,2,3,2,2025-06-10 00:00:00,2025-11-27 00:00:00,0,False
Mme Sophie Primas,Droite,RN,0.47368421052631576,1.0202625507753482,-2,2,19,3,2024-10-30 00:00:00,2024-12-04 00:00:00,4,True
Mme Sophie Taillé-Polian,Gauche moderee,ECO,1.5,0.7071067811865476,1,2,2,1,2023-11-13 00:00:00,2023-11-13 00:00:00,1,False
Mme Sophie Taillé-Polian,Gauche moderee,ECO-NFP,-0.5,0.7071067811865476,-1,0,2,1,2025-05-06 00:00:00,2025-05-06 00:00:00,1,False
Mme Soumya Bourouaha,Gauche radicale,GDR,1.0,1.2649110640673518,-1,2,6,3,2024-02-07 00:00:00,2025-06-11 00:00:00,3,True
Mme Sylvie Bonnet,Droite,LR,-1.5,0.7071067811865476,-2,-1,2,1,2025-05-07 00:00:00,2025-05-07 00:00:00,1,False
Mme Sylvie Retailleau,Gauche radicale,LFI,-1.0,,-1,-1,1,1,2024-04-30 00:00:00,2024-04-30 00:00:00,0,False
Mme Ségolène Amiot,Gauche radicale,LFI-NFP,0.4,1.3416407864998738,-1,2,5,4,2024-11-28 00:00:00,2025-10-29 00:00:00,3,True
Mme Violette Spillebout,Centre / Majorite,REN,-0.6666666666666666,1.5275252316519465,-2,1,3,1,2024-04-30 00:00:00,2024-04-30 00:00:00,3,True
Mme Élisa Martin,Gauche radicale,LFI,1.0,,1,1,1,1,2024-06-05 00:00:00,2024-06-05 00:00:00,0,False
Mme Élisa Martin,Gauche radicale,LFI-NFP,2.0,0.0,2,2,2,2,2025-05-07 00:00:00,2025-12-16 00:00:00,0,False
Mme Élisabeth Borne,Gauche radicale,LFI,-0.6410256410256411,0.7775528239689432,-2,1,39,3,2023-10-10 00:00:00,2023-12-04 00:00:00,3,True
Mme Émeline K/Bidi,Gauche radicale,GDR,1.0,,1,1,1,1,2024-10-08 00:00:00,2024-10-08 00:00:00,0,False
Mme Émilie Bonnivard,Droite,LR,2.0,,2,2,1,1,2023-11-07 00:00:00,2023-11-07 00:00:00,0,False
Mohamed Laqhila,Centre / Majorite,MODEM,0.0,0.8944271909999159,-1,1,6,3,2023-10-18 08:49:00,2024-05-30 14:38:00,2,True
Mélanie Thomin,Gauche moderee,PS-NFP,-1.0,,-1,-1,1,1,2024-10-07 15:47:00,2024-10-07 15:47:00,0,False
Nadège Abomangoli,Gauche radicale,LFI-NFP,1.5743801652892562,0.7320781453446473,-2,2,242,27,2023-10-19 15:13:00,2026-01-05 21:27:00,4,True
Natalia Pouzyreff,Centre / Majorite,EPR,-1.0714285714285714,0.47463114654932337,-2,0,14,4,2023-11-21 20:59:00,2025-09-08 13:15:00,2,True
Nathalie Oziol,Gauche radicale,LFI-NFP,1.6044776119402986,0.6938901639635644,-2,2,134,21,2023-10-09 09:40:00,2025-12-02 18:17:00,4,True
Nicolas Dupont-Aignan,Droite,NI,0.0,1.0,-1,1,3,2,2023-10-27 19:10:00,2023-11-24 17:30:00,2,True
Nicolas Turquois,Centre / Majorite,DEM,2.0,,2,2,1,1,2024-03-01 18:13:00,2024-03-01 18:13:00,0,False
Olivia Grégoire,Centre / Majorite,REN,-1.0,0.0,-1,-1,3,3,2024-02-07 11:40:00,2025-10-07 11:18:00,0,False
Olivier Falorni,Centre / Majorite,MODEM,-1.25,0.5,-2,-1,4,2,2023-10-10 10:27:00,2023-11-28 08:02:00,1,False
Olivier Faure,Gauche moderee,PS-NFP,0.828125,0.8540881822368512,-2,2,192,24,2023-10-21 16:13:00,2025-12-30 12:16:00,4,True
Olivier Fayssat,Droite,UDR,-1.0,1.0,-2,1,9,6,2024-07-02 07:17:00,2025-09-23 09:12:00,3,True
Patrick Hetzel,Droite,LR,-1.0,0.0,-1,-1,5,5,2023-10-10 13:50:00,2025-11-25 16:17:00,0,False
Paul Christophe,Centre / Majorite,HOR,-1.0,,-1,-1,1,1,2025-10-13 10:11:00,2025-10-13 10:11:00,0,False
Paul Vannier,Gauche radicale,LFI,1.6029411764705883,0.8833400974887481,-2,2,68,23,2023-10-27 19:23:00,2026-01-03 13:01:00,4,True
Philippe Ballard,Droite,RN,-1.3409090909090908,0.525763313013358,-2,0,44,14,2023-10-07 19:48:00,2025-06-23 13:35:00,2,True
Philippe Bonnecarrère,Droite,NI,0.0,,0,0,1,1,2024-08-14 06:24:00,2024-08-14 06:24:00,0,False
Philippe Brun,Gauche moderee,PS-NFP,0.3333333333333333,0.8997354108424374,-1,2,15,5,2023-10-11 19:07:00,2025-09-22 15:37:00,3,True
Philippe Gosselin,Droite,LR,-1.3333333333333333,0.7071067811865476,-2,0,9,4,2023-10-10 06:21:00,2025-07-25 14:59:00,2,True
Philippe Juvin,Droite,LR,-1.0526315789473684,0.404651319111256,-2,0,19,8,2023-10-07 13:50:00,2025-10-13 16:35:00,2,True
Philippe Latombe,Centre / Majorite,DEM,-1.0,,-1,-1,1,1,2023-11-22 17:10:00,2023-11-22 17:10:00,0,False
Philippe Schreck,Droite,RN,-1.6571428571428573,0.48159399197793523,-2,-1,35,14,2023-10-22 20:01:00,2025-10-13 11:12:00,1,False
Pierre Cazeneuve,Centre / Majorite,EPR,-0.375,1.0606601717798212,-2,1,8,7,2023-10-16 11:32:00,2025-10-13 08:28:00,3,True
Pierre Meurin,Droite,RN,-1.5,0.7071067811865476,-2,-1,2,1,2023-10-07 12:50:00,2023-10-23 08:17:00,1,False
Pierre-Henri Dumont,Droite,LR,-1.434782608695652,0.5897678246195885,-2,0,23,13,2023-11-28 19:40:00,2025-10-13 15:41:00,2,True
Pierre-Yves Cadalen,Gauche radicale,LFI-NFP,1.4382022471910112,0.8112148042480836,-2,2,89,18,2023-11-08 08:22:00,2026-01-05 19:01:00,4,True
Pouria Amirshahi,Gauche moderee,ECO-NFP,1.105263157894737,0.8752610304046612,-1,2,19,6,2024-07-19 09:16:00,2024-12-14 14:33:00,3,True
Prisca Thevenot,Centre / Majorite,REN,-0.7,0.9486832980505138,-2,1,10,6,2024-03-17 14:28:00,2025-03-26 11:53:00,3,True
Raphaël Arnault,Gauche radicale,LFI-NFP,1.6456692913385826,0.8776552370723968,-2,2,127,22,2023-10-08 06:23:00,2025-10-15 08:21:00,4,True
René Pilato,Gauche radicale,LFI-NFP,1.378787878787879,1.0779632006727606,-2,2,66,16,2023-10-28 08:16:00,2026-01-03 13:17:00,4,True
Roger Chudeau,Droite,RN,-1.8,0.4472135954999579,-2,-1,5,5,2023-10-08 19:58:00,2025-07-02 15:17:00,1,False
Sabrina Agresti-Roubache,Centre / Majorite,REN,-0.6666666666666666,0.816496580927726,-1,1,6,3,2023-10-10 14:30:00,2024-10-30 18:27:00,2,True
Sabrina Sebaihi,Gauche moderee,ECO-NFP,1.3734939759036144,0.6824349163949671,-1,2,166,24,2023-10-27 20:27:00,2025-12-18 21:16:00,3,True
Sandra Regol,Gauche moderee,ECO-NFP,0.42857142857142855,0.9759000729485332,-1,1,7,5,2023-10-17 20:32:00,2024-06-19 10:31:00,2,True
Sandrine Rousseau,Gauche moderee,ECO,0.7,1.149212624004981,-2,2,30,12,2023-10-25 16:54:00,2024-11-21 20:24:00,4,True
Sarah Legrain,Gauche radicale,LFI-NFP,1.5806451612903225,0.8786798424158858,-2,2,62,16,2023-10-28 16:03:00,2026-01-05 19:22:00,4,True
Sophie Blanc,Droite,RN,-1.8,0.4472135954999579,-2,-1,5,5,2024-03-25 21:25:00,2025-03-19 15:53:00,1,False
Soumya Bourouaha,Gauche radicale,GDR,1.3333333333333333,0.6123724356957946,-1,2,81,22,2023-10-28 10:41:00,2025-10-13 17:48:00,3,True
Stéphane Mazars,Centre / Majorite,REN,-1.5,0.7071067811865476,-2,-1,2,2,2023-10-08 16:07:00,2023-11-22 17:17:00,1,False
Stéphane Peu,Gauche radicale,GDR,1.1666666666666667,0.7019641181630338,-1,2,24,12,2023-10-09 17:04:00,2026-01-03 16:26:00,3,True
Stéphanie Rist,Centre / Majorite,EPR,-1.0,,-1,-1,1,1,2024-04-14 09:11:00,2024-04-14 09:11:00,0,False
Sylvain Maillard,Centre / Majorite,EPR,-1.2142857142857142,0.5196487690792454,-2,0,42,17,2023-10-10 10:06:00,2026-01-05 08:29:00,2,True
Sylvie Bonnet,Droite,LR,-2.0,,-2,-2,1,1,2023-10-11 15:48:00,2023-10-11 15:48:00,0,False
Sébastien Chenu,Droite,RN,-1.476923076923077,0.6151141232449345,-2,1,65,17,2023-10-07 12:13:00,2026-01-04 14:30:00,3,True
Sébastien Delogu,Gauche radicale,LFI-NFP,1.703125,0.7276770498572073,-2,2,64,22,2023-10-10 10:30:00,2025-12-12 09:24:00,4,True
Sébastien Jumel,Gauche radicale,GDR,0.8421052631578947,0.8342100651206132,-1,2,19,3,2023-10-10 09:59:00,2024-07-04 11:35:00,3,True
Ségolène Amiot,Gauche radicale,LFI-NFP,1.7608695652173914,0.4312659714888843,1,2,46,21,2023-10-18 08:40:00,2025-10-09 09:28:00,1,False
Thomas Ménagé,Droite,RN,-1.6666666666666667,0.5773502691896258,-2,-1,3,2,2025-03-25 11:00:00,2025-09-20 18:00:00,1,False
Thomas Portes,Gauche radicale,LFI-NFP,1.8771121351766513,0.4838451290907231,-2,2,651,28,2023-10-30 14:16:00,2026-01-05 22:24:00,4,True
Théo Bernhardt,Droite,RN,-1.3333333333333333,0.7111590022187596,-2,1,30,13,2023-10-07 09:45:00,2025-10-07 10:28:00,3,True
Ugo Bernalicis,Gauche radicale,LFI-NFP,1.6885245901639345,0.6202414477861928,-1,2,61,20,2023-10-20 12:44:00,2026-01-06 17:00:00,3,True
Vincent Bru,Centre / Majorite,MODEM,-1.0,0.0,-1,-1,4,1,2023-10-09 18:13:00,2023-10-18 08:35:00,0,False
Vincent Jeanbrun,Droite,LR,-1.6666666666666667,0.5773502691896257,-2,-1,3,2,2023-10-07 20:02:00,2025-03-12 19:04:00,1,False
Violette Spillebout,Centre / Majorite,REN,-0.3333333333333333,0.9847319278346619,-2,1,12,3,2023-10-26 18:00:00,2025-08-29 14:37:00,3,True
Virginie Duby-Muller,Droite,LR,-1.0,0.0,-1,-1,4,2,2023-10-08 12:37:00,2023-11-22 16:55:00,0,False
William Martinet,Gauche radicale,LFI,1.7857142857142858,0.49867549436206376,0,2,28,4,2023-11-18 15:07:00,2024-05-30 15:31:00,2,True
Yoann Gillet,Droite,RN,-1.3,0.48304589153964794,-2,-1,10,9,2024-02-28 09:12:00,2025-10-07 08:18:00,1,False
Élisabeth de Maistre,Droite,LR,-1.0,,-1,-1,1,1,2025-05-07 16:23:00,2025-05-07 16:23:00,0,False
Élise Leboucher,Gauche radicale,LFI,1.5555555555555556,0.6979824404521128,-1,2,27,8,2023-10-09 10:36:00,2025-01-19 17:23:00,3,True
Éric Bothorel,Centre / Majorite,REN,-0.6307692307692307,0.8398145399660937,-2,2,65,16,2023-10-13 16:26:00,2026-01-05 09:28:00,4,True
Éric Ciotti,Droite,UDR,-1.5172413793103448,0.5994552881310161,-2,1,58,17,2023-10-10 07:17:00,2025-09-26 12:12:00,3,True
Éric Coquerel,Gauche radicale,LFI-NFP,1.5,0.6905224051781231,-1,2,152,23,2023-10-12 07:12:00,2026-01-03 15:05:00,3,True
Éric Pauget,Droite,LR,-1.5151515151515151,0.5075192189225523,-2,-1,33,13,2023-10-07 09:02:00,2025-08-15 13:16:00,1,False
Éric Poulliat,Centre / Majorite,REN,-1.1666666666666667,0.408248290463863,-2,-1,6,3,2023-10-08 09:09:00,2024-02-25 15:31:00,1,False
