Député,Facebook,Twitter
M. Éric Pauget,https://fr-fr.facebook.com/PaugetDepute/,https://twitter.com/@EricPAUGET1/
Mme Isabelle Périgault,https://fr-fr.facebook.com/Isabelle.perigault.9/,https://twitter.com/@IsabellePERIGA2/
M. Patrice Perrot,https://fr-fr.facebook.com/patriceperrotenmarche58/,
Mme Anne-Laurence Petel,https://fr-fr.facebook.com/petelannelaurence/,https://twitter.com/@al_petel/
Mme Christelle Petex-Levet,https://fr-fr.facebook.com/ChristellePetexLevet/,
Mme Maud Petit,https://fr-fr.facebook.com/Maud.Petit.off/,https://twitter.com/@MaudPetit_AN94/
M. Stéphane Peu,https://fr-fr.facebook.com/stephanepeu/,https://twitter.com/@stephane1peu/
M. Kévin Pfeffer,https://fr-fr.facebook.com/Kevin.Pfeffer57/,https://twitter.com/@k_pfeffer/
M. René Pilato,https://fr-fr.facebook.com/René Pilato/,https://twitter.com/@PilatoRene/
M. François Piquemal,https://fr-fr.facebook.com/francoispiquemal31/,https://twitter.com/@FraPiquemal/
Mme Christine Pires Beaune,https://fr-fr.facebook.com/CPiresBeaune2017/,https://twitter.com/@cpiresbeaune/
Mme Béatrice Piron,https://fr-fr.facebook.com/BPiron78/,https://twitter.com/@beatricepiron/
Mme Claire Pitollat,https://fr-fr.facebook.com/clairepitollat/,https://twitter.com/@clairepitollat/
M. Christophe Plassard,,https://twitter.com/@cplassard/
Mme Marie Pochon,https://fr-fr.facebook.com/mariepochondeputee/,https://twitter.com/@mariepochon/
Mme Barbara Pompili,https://fr-fr.facebook.com/pompilibarbara/,https://twitter.com/@barbarapompili/
M. Jean-François Portarrieu,,https://twitter.com/@jfportarrieu/
M. Thomas Portes,https://fr-fr.facebook.com/thomas portes/,https://twitter.com/@Portes_Thomas/
M. Dominique Potier,https://fr-fr.facebook.com/potierdominique/,https://twitter.com/@potierdominique/
Mme Josy Poueyto,,https://twitter.com/@josypoueyto/
M. Éric Poulliat,https://fr-fr.facebook.com/ericpoulliat/,https://twitter.com/@EPoulliat/
Mme Marie-Agnès Poussier-Winsback,https://fr-fr.facebook.com/marieagnes.poussierwinsback/,https://twitter.com/@mapoussier/
Mme Natalia Pouzyreff,,https://twitter.com/@npouzyreff78/
M. Aurélien Pradié,https://fr-fr.facebook.com/aurelien.pradie/,https://twitter.com/@AurelienPradie/
M. Loïc Prud'homme,,https://twitter.com/@PrudhommeLoic/
M. Adrien Quatennens,https://fr-fr.facebook.com/AQuatennens/,https://twitter.com/@AQuatennens/
M. Stéphane Rambaud,,https://twitter.com/@stephan1Rambaud/
Mme Angélique Ranc,https://fr-fr.facebook.com/rancangelique/,https://twitter.com/@angelique_ranc/
M. Jean-Hugues Ratenon,https://fr-fr.facebook.com/Depute.Ratenon/,https://twitter.com/@DeputeRatenon/
M. Nicolas Ray,https://fr-fr.facebook.com/raynicolas03/,https://twitter.com/@NicolasRay03/
M. Rémy Rebeyrotte,https://fr-fr.facebook.com/remy.rebeyrotte/,
M. Robin Reda,https://fr-fr.facebook.com/RobinReda/,https://twitter.com/@robinreda/
Mme Sandra Regol,https://fr-fr.facebook.com/Sandra.Regol/,https://twitter.com/@sandraregol/
Mme Cécile Rilhac,https://fr-fr.facebook.com/profile.php?id=100017133168739/,https://twitter.com/@Cecile_Rilhac/
Mme Véronique Riotton,https://fr-fr.facebook.com/veronique.riotton.2017/,https://twitter.com/@V_Riotton/
Mme Stéphanie Rist,https://fr-fr.facebook.com/StephanieRistDeputee/,https://twitter.com/@stephanie_rist/
Mme Marie-Pierre Rixain,https://fr-fr.facebook.com/RixainMP/,https://twitter.com/@RixainMP/
M. Sébastien Rome,https://fr-fr.facebook.com/Sébastien Rome Député de l'Hérault/,https://twitter.com/@SebRome/
M. Xavier Roseren,https://fr-fr.facebook.com/x.roseren/,https://twitter.com/@XavierRoseren/
Mme Claudia Rouaux,https://fr-fr.facebook.com/claudiarouaux35/,https://twitter.com/@claudia_rouaux/
Mme Béatrice Roullaud,,https://twitter.com/@ROULLAUDBEATRIC/
Mme Sandrine Rousseau,,https://twitter.com/@sandrousseau/
M. Fabien Roussel,https://fr-fr.facebook.com/Roussel2015/,https://twitter.com/@Fabien_Roussel/
M. Jean-François Rousset,https://fr-fr.facebook.com/jeanfrancois.rousset.3/,
M. Lionel Royer-Perreaut,https://fr-fr.facebook.com/lrp.marseille/,https://twitter.com/@RoyerPerreaut/
M. Thomas Rudigoz,https://fr-fr.facebook.com/thomas.rudigoz/,https://twitter.com/@trudigoz/
M. François Ruffin,https://fr-fr.facebook.com/FrancoisRuffin80/,https://twitter.com/@Francois_Ruffin/
M. Alexandre Sabatou,https://fr-fr.facebook.com/SabatouAlexandre /,https://twitter.com/@ASabatou/
M. Benjamin Saint-Huile,https://fr-fr.facebook.com/bsainthuile/,https://twitter.com/@BSaintHuile/
Mme Laetitia Saint-Paul,https://fr-fr.facebook.com/laetitiasaintpaulrem/,https://twitter.com/@l_saintpaul/
M. Aurélien Saintoul,,https://twitter.com/@A_Saintoul/
M. Michel Sala,https://fr-fr.facebook.com/AvecMichelSala/,https://twitter.com/@AvecMichelSala/
Mme Isabelle Santiago,https://fr-fr.facebook.com/isabelle.santiago.7374/,https://twitter.com/@isasantiago_94/
Mme Eva Sas,,https://twitter.com/@_EvaSas/
M. Hervé Saulignac,https://fr-fr.facebook.com/herve.saulignac/,https://twitter.com/@hsaulignac/
M. Raphaël Schellenberger,https://fr-fr.facebook.com/SchellenbergerR/,https://twitter.com/@RSCactu/
M. Philippe Schreck,https://fr-fr.facebook.com/Philippe Schreck/,https://twitter.com/@Philippe Schreck/
M. Freddy Sertin,https://fr-fr.facebook.com/freddy.sertin/,https://twitter.com/@SertinFreddy/
M. Olivier Serva,https://fr-fr.facebook.com/Olivier-SERVA-407236749324296/,https://twitter.com/@olivier_serva/
Mme Danielle Simonnet,,https://twitter.com/@SimonnetDeputee/
M. Bertrand Sorre,https://fr-fr.facebook.com/Bertrand SORRE Député de la Manche/,https://twitter.com/@BertrandSorre/
Mme Ersilia Soudais,https://fr-fr.facebook.com/esoudaisFI/,https://twitter.com/@ErsiliaSoudais/
Mme Violette Spillebout,https://fr-fr.facebook.com/Vspillebout/,https://twitter.com/@Vspillebout/
M. Bruno Studer,https://fr-fr.facebook.com/BrunoStuder67/,https://twitter.com/@brunostuder67/
Mme Michèle Tabarot,https://fr-fr.facebook.com/MTabarot/,https://twitter.com/@MTabarot/
M. Aurélien Taché,https://fr-fr.facebook.com/Aurelien Taché-Député de la 10e circonscription du Val d'Oise/,https://twitter.com/@Aurelientache/
M. Jean-Philippe Tanguy,,https://twitter.com/@Jphtanguy/
Mme Liliana Tanguy,,https://twitter.com/@lilianatanguy/
Mme Sarah Tanzilli,https://fr-fr.facebook.com/Tanzilli2022/,https://twitter.com/@sarah_tanzilli/
M. David Taupiac,https://fr-fr.facebook.com/david.taupiac/,https://twitter.com/@davidtaupiac/
M. Matthias Tavel,https://fr-fr.facebook.com/MatthiasTavelfr/,https://twitter.com/@MatthiasTavel/
M. Michaël Taverne,https://fr-fr.facebook.com/MichaelTaverne12/,https://twitter.com/@TaverneMichael/
Mme Prisca Thevenot,,https://twitter.com/@priscathevenot/
M. Vincent Thiébaut,https://fr-fr.facebook.com/VincentThiebautDepute/,https://twitter.com/@VincentThiebaut/
M. Jean-Louis Thiériot,https://fr-fr.facebook.com/JLTHIERIOT/,https://twitter.com/@JL_Thieriot/
Mme Sabine Thillaye,https://fr-fr.facebook.com/SabineThillaye/,https://twitter.com/@SabineThillaye/
Mme Mélanie Thomin,https://fr-fr.facebook.com/@melthomin2022/,https://twitter.com/@mel_thomin/
Mme Huguette Tiegna,https://fr-fr.facebook.com/huguette.tiegna.lot/,https://twitter.com/@Huguette_Tiegna/
M. Lionel Tivoli,https://fr-fr.facebook.com/LionelTivoli/,https://twitter.com/@Lionel_Tivoli/
M. Stéphane Travert,https://fr-fr.facebook.com/Stéphane-Travert-2017-256137114468103/,https://twitter.com/@StTRAVERT/
Mme Aurélie Trouvé,,https://twitter.com/@TrouveAurelie/
M. Nicolas Turquois,https://fr-fr.facebook.com/@TurquoisNicolas/,https://twitter.com/@TurquoisNicolas/
Mme Cécile Untermaier,https://fr-fr.facebook.com/cecile.untermaier/,https://twitter.com/@ceciluntermaier/
M. David Valence,https://fr-fr.facebook.com/david.valence.1/,https://twitter.com/@david_valence/
Mme Isabelle Valentin,https://fr-fr.facebook.com/Isabelle Valentin - Députée/,
M. Boris Vallaud,,https://twitter.com/@borisvallaud/
M. Frédéric Valletoux,https://fr-fr.facebook.com/Frederic Valletoux/,https://twitter.com/@fredvalletoux/
M. Paul Vannier,https://fr-fr.facebook.com/paulvannier/,https://twitter.com/@PaulVannierFI/
M. Pierre Vatin,https://fr-fr.facebook.com/pierrevatin/,https://twitter.com/@pierrevatinoff/
M. Antoine Vermorel-Marques,,https://twitter.com/@antoinevermorel/
Mme Laurence Vichnievsky,https://fr-fr.facebook.com/laurencevichnievsky/,https://twitter.com/@Lvichnievsky/
Mme Annie Vidal,https://fr-fr.facebook.com/AnnieVidal76/,https://twitter.com/@Vidal7602/
M. Jean-Pierre Vigier,https://fr-fr.facebook.com/VigierJP/,https://twitter.com/@j_pVigier/
Mme Corinne Vignon,https://fr-fr.facebook.com/CorinneVignonDeputee/,https://twitter.com/@corinnevignon/
M. Antoine Villedieu,https://fr-fr.facebook.com/Villedieu.a/,https://twitter.com/@villedieu_a/
M. André Villiers,https://fr-fr.facebook.com/andre.villiers.3/,
M. Alexandre Vincendet,https://fr-fr.facebook.com/Alexvincendet/,https://twitter.com/@AlexVincendet/
Mme Anne-Cécile Violland,https://fr-fr.facebook.com/Anne-Cécile VIOLLAND/,https://twitter.com/@annececilevio/
M. Stéphane Vojetta,https://fr-fr.facebook.com/stephanevojettaofficiel/,https://twitter.com/@StephaneVojetta/
M. Guillaume Vuilletet,https://fr-fr.facebook.com/guillaume.vuilletet/,https://twitter.com/@g_vuilletet/
M. Léo Walter,,https://twitter.com/@LeoWalter04/
M. Éric Woerth,https://fr-fr.facebook.com/ewoerth/,https://twitter.com/@ericwoerth/
Mme Estelle Youssouffa,https://fr-fr.facebook.com/www.facebook.com/EstelleYoussouffaDeputee/,https://twitter.com/@EYoussouffa/
M. Jean-Marc Zulesi,https://fr-fr.facebook.com/jmzulesi/,https://twitter.com/@jmzulesi/
