batch,n,stance_mean,stance_std
CHOC,1610,0.22857142857142856,1.486187850956839
POST_CIJ,350,0.9257142857142857,1.4000292377509513
RAFAH,977,1.1248720573183213,1.3099421246316152
POST_SINWAR,237,0.8945147679324894,1.4820434661595008
MANDATS_CPI,309,1.1877022653721683,1.2288645226233783
CEASEFIRE_BREACH,751,0.5898801597869507,1.4938465290269412
NEW_OFFENSIVE,1671,0.8653500897666068,1.4366260728429463
