author,bloc,PC1,PC2
Mme Monique Chemillier-Gendreau,Droite,0.18905124729713801,0.160012608305425
Mme Nadège Abomangoli,Gauche radicale,0.042954228617299084,0.030603569990526498
Mme Nadège Abomangoli (LFI-NFP),Gauche radicale,0.05245289409033913,0.07004631288902904
Mme Natalia Pouzyreff,Centre / Majorite,-0.46635363040035593,0.005791755039934618
Mme Nathalie Colin-Oesterlé,Centre / Majorite,-0.1675669206937594,0.01871904858310086
Mme Nathalie Oziol,Gauche radicale,0.22837870972212795,0.08050643761860969
Mme Naïma Moutchou,Centre / Majorite,-0.26726496796279703,0.2978275283038403
Mme Pascale Bordes,Droite,-0.03928235517738009,0.16148994672163106
Mme Pascale Got,Gauche moderee,-0.17581836362045172,0.017320501297775008
Mme Pascale Martin,Gauche radicale,0.01580749126104713,0.08196487418439942
Mme Patricia Mirallès,Centre / Majorite,-0.07173506597474004,0.05779156852809655
Mme Prisca Thevenot,Centre / Majorite,0.25055433449339903,-0.0057949078572137065
Mme Sabrina Agresti-Roubache,Centre / Majorite,-0.0419612724390405,0.12789109382096436
Mme Sabrina Sebaihi,Gauche moderee,0.2856916777266923,0.12633943108913442
Mme Sabrina Sebaihi (EcoS),Gauche moderee,0.21488658972694052,0.034614711757985896
Mme Sandra Regol,Gauche moderee,-0.04749311714771292,0.1670982441235705
Mme Sandrine Rousseau,Gauche moderee,0.0945680611335746,-0.06331864961826449
Mme Sandrine Rousseau (EcoS),Gauche moderee,-0.4736759720709214,0.07652180963562608
Mme Sarah Legrain,Gauche radicale,-0.46436502325304485,0.20590728338091327
Mme Sophia Chikirou,Gauche radicale,-0.024479239013069327,0.20533640808839349
Mme Sophie Primas,Droite,0.23026003436311154,-0.03559623044773288
Mme Sophie Taillé-Polian,Gauche moderee,-0.07383619171814189,0.12784792976388157
Mme Soumya Bourouaha,Gauche radicale,0.2120180919944175,-0.010643602249177103
Mme Sylvie Bonnet,Droite,-0.2862217039761749,-0.05279906173748829
Mme Sylvie Retailleau,Gauche radicale,-0.49805661176438976,0.030837048532610847
Mme Ségolène Amiot,Gauche radicale,-0.13358129778270883,0.041692065046632996
Mme Violette Spillebout,Centre / Majorite,-0.12790257042914868,-0.02103227194715939
Mme Élisa Martin,Gauche radicale,0.04942575834972183,0.17602206814549698
Mme Élisabeth Borne,Gauche radicale,0.2718676589589399,0.005024982798633741
Mme Émeline K/Bidi,Gauche radicale,0.028063817374651065,0.07914987603890072
Mme Émilie Bonnivard,Droite,-0.4155471517151952,-0.08348548797004664
Mohamed Laqhila,Centre / Majorite,0.053813935788218595,-0.11660911399779118
Mélanie Thomin,Gauche moderee,-0.19852818332329944,-0.13640277432078696
Nadège Abomangoli,Gauche radicale,0.3542950845374539,-0.04054247205249764
Natalia Pouzyreff,Centre / Majorite,0.09191295654429173,-0.2711674879846133
Nathalie Oziol,Gauche radicale,0.2743183393903395,-0.012917075424212521
Nicolas Dupont-Aignan,Droite,-0.045948957458596125,-0.12135981486477483
Nicolas Turquois,Centre / Majorite,-0.4252593670140465,0.08673023980221176
Olivia Grégoire,Centre / Majorite,-0.23235994040013624,-0.13868933339773504
Olivier Falorni,Centre / Majorite,-0.1741470222982662,-0.010922945731735231
Olivier Faure,Gauche moderee,0.3287543332036714,0.008918516545268686
Olivier Fayssat,Droite,0.1212371565802949,-0.014466001634054548
Patrick Hetzel,Droite,-0.08945134451365146,-0.12007988761292343
Paul Christophe,Centre / Majorite,-0.5094393414537718,-0.1580651832441146
Paul Vannier,Gauche radicale,0.24690026763867995,-0.008941359185429083
Philippe Ballard,Droite,0.13496013638537316,-0.12111206666978672
Philippe Bonnecarrère,Droite,-0.320317445435974,-0.03957247133535733
Philippe Brun,Gauche moderee,0.14959090812491604,-0.021170568339910843
Philippe Gosselin,Droite,-0.11358379331066466,-0.16303819160867467
Philippe Juvin,Droite,0.0029828774986114664,-0.08443675277795036
Philippe Latombe,Centre / Majorite,-0.3379600630611558,-0.304714607393839
Philippe Schreck,Droite,0.03995459435799918,-0.07984491075283705
Pierre Cazeneuve,Centre / Majorite,0.14005193843267433,-0.2249045964483115
Pierre Meurin,Droite,-0.32802599061927923,-0.18333200701935082
Pierre-Henri Dumont,Droite,0.16927182732410945,-0.12864379589002334
Pierre-Yves Cadalen,Gauche radicale,0.251372311755781,-0.036821057555688604
Pouria Amirshahi,Gauche moderee,0.12423734589392833,-0.01567968972247036
Prisca Thevenot,Centre / Majorite,0.004619731782814964,0.010428351287133564
Raphaël Arnault,Gauche radicale,0.245135581130226,0.010693108302111783
René Pilato,Gauche radicale,0.1205371092006717,0.0998139926691546
Roger Chudeau,Droite,-0.07744453481566183,-0.049083140486881616
Sabrina Agresti-Roubache,Centre / Majorite,0.08610111860605041,-0.16651235883893784
Sabrina Sebaihi,Gauche moderee,0.33705499591109594,-0.026900753351602948
Sandra Regol,Gauche moderee,0.02987245195880168,-0.053265392881377396
Sandrine Rousseau,Gauche moderee,0.2206881792022956,0.006961801071328887
Sarah Legrain,Gauche radicale,0.2709926631149206,0.059050796915672145
Sophie Blanc,Droite,-0.13081998261089967,-0.04084609807064317
Soumya Bourouaha,Gauche radicale,0.28582705817247905,-0.040423808399993356
Stéphane Mazars,Centre / Majorite,-0.36463982187382205,-0.314069735376845
Stéphane Peu,Gauche radicale,0.21175587719149216,-0.12103494044216397
Stéphanie Rist,Centre / Majorite,-0.42225748104263455,-0.11965741956431168
Sylvain Maillard,Centre / Majorite,0.1544770814490748,-0.14801589557053377
Sylvie Bonnet,Droite,-0.3819490751327206,-0.1238315193755813
Sébastien Chenu,Droite,0.1892152855619381,-0.023174685384435977
Sébastien Delogu,Gauche radicale,0.25656410220695475,-0.04933643247557062
Sébastien Jumel,Gauche radicale,0.16282565783410366,-0.092576801658926
Ségolène Amiot,Gauche radicale,0.2655780942179335,-0.041838664474508645
Thomas Ménagé,Droite,0.021703036919748158,-0.14989982984650613
Thomas Portes,Gauche radicale,0.30856728852388365,0.016320758182344682
Théo Bernhardt,Droite,0.027576821768745013,-0.05168825394301092
Ugo Bernalicis,Gauche radicale,0.2965703333463162,-0.043733737581102466
Vincent Bru,Centre / Majorite,-0.14939051445646262,-0.14718501397409886
Vincent Jeanbrun,Droite,-0.29979507774869135,-0.12627384885769977
Violette Spillebout,Centre / Majorite,0.16196977817885952,-0.0051097867003694645
Virginie Duby-Muller,Droite,-0.2697083103063406,-0.41103210426877046
William Martinet,Gauche radicale,0.15075383750271515,0.01893363018225159
Yoann Gillet,Droite,0.03044235242942697,-0.1516620642594068
Élisabeth de Maistre,Droite,-0.4294203557985315,-0.017973153986070693
Élise Leboucher,Gauche radicale,0.22637909589729216,-0.06886617261002893
Éric Bothorel,Centre / Majorite,0.18661104441834073,-0.11017129175535287
Éric Ciotti,Droite,0.21143308269098368,-0.19155986088136434
Éric Coquerel,Gauche radicale,0.3357452227789061,0.008111268267936348
Éric Pauget,Droite,0.19257287269672854,-0.09845025828270997
Éric Poulliat,Centre / Majorite,-0.1644147320231238,-0.14355159444579568
